,Unnamed: 0,ID,Location,Latitude,Longitude,Start_Month,Start_Year,End_Month,End_Year,Years,Percent,Code,State
14133,14133,40657,SIRIOS,-27.5667,152.5833,Jan,1926,Jan,1943,16.2,95,N,QLD
14134,14134,91363,SISTERS CREEK (RULLA),-40.9892,145.5281,Aug,2012,Jun,2023,6.4,59,N,TAS
14135,14135,34040,SIX MILE CREEK,-20.1333,146.2,Apr,1972,Aug,1984,12.4,0,N,QLD
14136,14136,14078,SIXTY EIGHT MILE RICE FARM,-13.05,131.1333,Jan,1959,Apr,1961,0.6,25,N,NT
14137,14137,14102,SIXTY MILE RICE FARM,-13.05,131.1333,May,1957,Dec,1962,3.9,69,N,NT
14138,14138,27071,SKARDON RIVER,-11.8517,142.0356,Jul,2006,Jul,2011,4.9,97,N,QLD
14139,14139,90096,SKENES CREEK,-38.7,143.75,Apr,1954,Sep,1957,3.5,0,N,VIC
14140,14140,89026,SKIPTON (BAANGAL),-37.7,143.4,Jan,1933,Aug,1978,45.7,0,N,VIC
14141,14141,89025,SKIPTON (GOLF COURSE),-37.6901,143.3704,Sep,1897,Jun,2024,126.8,0,N,VIC
14142,14142,89097,SKIPTON (MOORAMONG STATION),-37.6333,143.2333,Jan,1884,Feb,1888,4.2,0,N,VIC
14143,14143,89027,SKIPTON (WAVERLEY),-37.6833,143.3833,Oct,1949,Oct,1963,14.1,0,N,VIC
14144,14144,40566,SKYRING CREEK,-26.3833,152.8,Mar,1920,Jan,1934,13.9,0,N,QLD
14145,14145,39276,SLATEY CREEK,-23.6189,149.8186,Jan,1968,May,2005,37.3,0,N,QLD
14146,14146,79041,SLATY CREEK,-36.55,143.3,May,1902,May,1953,50.9,0,N,VIC
14147,14147,34051,SLOGAN DOWNS,-20.5658,146.3819,Apr,1972,May,2024,45.7,87,N,QLD
14148,14148,88113,SMEATON (BLAMPIED (BARDIA)),-37.3387,143.9861,Jul,1968,Apr,2024,54.3,97,N,VIC
14149,14149,75122,SMEATON VALE,-35.3,144.85,Jun,1904,Oct,1913,9.4,0,N,NSW
14150,14150,88016,SMEATON WEIR,-37.4,143.9,Jan,1877,May,1972,93.7,98,N,VIC
14151,14151,22811,SMITH BAY (SMITHS BAY),-35.5989,137.4386,Jul,1899,May,2024,124.3,99,N,SA
14152,14152,39162,SMITH CROSSING,-24.8167,152.1667,Mar,1968,Aug,1973,5.4,98,N,QLD
14153,14153,14242,SMITH POINT,-11.1233,132.1317,May,1989,Aug,1990,1.3,0,N,NT
14154,14154,23025,SMITHFIELD,-34.6798,138.6935,Feb,1898,Jun,2013,115.4,0,N,SA
14155,14155,60144,SMITHS LAKE (PATSYS FLAT ROAD),-32.3796,152.5062,Apr,1980,Jan,2022,41.8,0,N,NSW
14156,14156,9108,SMITHS MILL,-31.9,116.2,Feb,1888,Sep,1892,4.4,95,N,WA
14157,14157,91092,SMITHTON (GRANT STREET),-40.8492,145.1125,Aug,1911,Oct,1997,86.3,0,N,TAS
14158,14158,91139,SMITHTON (LEESVILLE),-40.85,145.1,Jan,1934,Jul,1940,6.6,0,N,TAS
14159,14159,91201,SMITHTON (UPPER HAVELOCK STREE,-40.8453,145.1231,Nov,1999,Mar,2017,17.4,0,N,TAS
14160,14160,91292,SMITHTON AERODROME,-40.8347,145.0847,Dec,1996,Jun,2024,27.6,0,Y,TAS
14161,14161,91224,SMITHTON AERODROME,-40.8333,145.0833,Sep,1961,Aug,1998,0.7,2,N,TAS
14162,14162,46142,SMITHVILLE AWS,-30.0692,141.0067,Jul,2017,Jun,2024,7.0,0,Y,NSW
14163,14163,83027,SMOKO,-36.8,147.0,May,1911,Dec,1972,60.8,98,N,VIC
14164,14164,18077,SMOKY BAY,-32.3761,133.9369,Jul,1912,May,2024,111.8,0,N,SA
14165,14165,18073,SMOKY BAY (PUNTABIE),-32.2021,134.1307,Jul,1916,Jun,2007,90.7,0,N,SA
14166,14166,89028,SMYTHESDALE,-37.65,143.6833,May,1905,Oct,1975,70.3,0,N,VIC
14167,14167,94120,SNAKE PLAINS,-42.9397,147.2236,Nov,1945,Apr,1993,47.3,99,N,TAS
14168,14168,69062,SNOWBALL,-35.9446,149.5876,Oct,1896,Jun,2024,69.0,54,N,NSW
14169,14169,14651,SNOWDROP CREEK,-13.8269,133.3278,Sep,2003,Mar,2024,19.2,93,N,NT
14170,14170,21046,SNOWTOWN,-33.7844,138.2133,Jan,1881,Jun,2001,120.5,0,N,SA
14171,14171,21101,SNOWTOWN (BANYULA),-33.7021,138.1034,Feb,1969,Oct,2022,53.8,0,N,SA
14172,14172,21015,SNOWTOWN (CONDOWIE),-33.7045,138.2927,Jan,1879,May,2024,144.8,0,N,SA
14173,14173,21133,SNOWTOWN (RAYVILLE PARK),-33.7676,138.2182,Jul,1998,Jun,2024,26.0,0,Y,SA
14174,14174,82031,SNOWY CREEK (SNOWY CK D/S LIGH,-36.6625,147.4319,Dec,2020,Dec,2022,2.1,0,N,VIC
14175,14175,82086,SNOWY CREEK STATION (ROCKALPIN,-36.6,147.4,Jun,1891,Oct,1918,27.4,0,N,VIC
14176,14176,71019,SNOWY RIVER @ DALGETY WEIR,-36.5067,148.8281,Dec,2000,Jun,2024,22.6,96,N,NSW
14177,14177,71017,SNOWY RIVER @ WILLIS,-36.8894,148.4203,Dec,2002,Mar,2004,0.7,50,N,VIC
14178,14178,84126,SNOWY RIVER AT MCKILLOPS BRIDG,-37.083,148.4141,Dec,2000,Jun,2024,19.1,81,N,VIC
14179,14179,71016,SNOWY WATERS (COOMA),-36.6833,148.95,Jan,1943,Dec,1952,10.0,0,N,NSW
14180,14180,94224,SNUG (ESPLANADE),-43.0678,147.2611,Jul,2002,Dec,2012,10.5,0,N,TAS
14181,14181,94209,SNUG (POWERS ROAD),-43.0831,147.2456,Jan,1998,Aug,2009,11.7,0,N,TAS
14182,14182,94085,SNUG PLAINS (CATARACT FALLS),-43.0914,147.2019,Jan,1961,Nov,2023,62.8,0,N,TAS
14183,14183,94062,SNUG PRIMARY SCHOOL,-43.0669,147.2531,Jun,1916,Dec,2003,86.8,99,N,TAS
14184,14184,30143,SODA VALLEY STATION,-20.635,144.0114,Jan,1980,Dec,2022,23.1,54,N,QLD
14185,14185,63075,SODWALLS POST OFFICE,-33.5167,150.0,Apr,1952,Dec,1976,21.0,85,N,NSW
14186,14186,63076,SOFALA OLD POST OFFICE,-33.0807,149.6901,Feb,1892,Jun,2024,132.4,0,N,NSW
14187,14187,34031,SOLFERINO,-22.2,147.6,Jan,1971,Jan,1976,5.1,0,N,QLD
14188,14188,30075,SOLWAY DOWNS STATION,-20.095,142.6931,Jan,1968,Jan,2017,49.1,0,N,QLD
14189,14189,35063,SOMERBY,-24.2111,148.7403,Sep,1924,Jun,2024,99.4,0,N,QLD
14190,14190,86199,SOMERS (BALNARRING EAST),-38.4,145.2,Jan,1888,Sep,1935,40.4,85,N,VIC
14191,14191,61218,SOMERSBY (SILVESTERS ROAD),-33.35,151.25,Nov,1962,Feb,1968,4.5,84,N,NSW
14192,14192,42089,SOMERSET,-26.7272,150.5078,Oct,1911,Jan,1997,74.8,88,N,QLD
14193,14193,43071,SOMERSET,-26.4708,148.9747,Jun,2001,Mar,2024,22.3,97,N,QLD
14194,14194,27035,SOMERSET,-10.75,142.6,Jan,1896,Oct,1977,17.2,21,N,QLD
14195,14195,40189,SOMERSET DAM,-27.1147,152.555,Nov,1936,Jun,2024,87.7,0,N,QLD
14196,14196,40820,SOMERSET DAM TM,-27.1169,152.555,Feb,2013,Jun,2024,5.2,45,,QLD
14197,14197,86108,SOMERTON,-37.65,144.9,Jan,1909,Dec,1964,50.3,90,N,VIC
14198,14198,55003,SOMERTON (BECTIVE ESTATE),-30.9702,150.7354,Jan,1882,May,2024,141.2,99,N,NSW
14199,14199,55253,SOMERTON (BECTIVE WEST),-30.9671,150.6946,Mar,2001,Jul,2019,18.2,99,N,NSW
14200,14200,55118,SOMERTON (CLERMONT PARK),-30.9179,150.7001,Jan,1927,Jan,2023,96.0,0,N,NSW
14201,14201,55011,SOMERTON (GIRRAWEENA),-30.9094,150.6614,Feb,1936,Feb,2001,57.9,89,N,NSW
14202,14202,55140,SOMERTON (GLEN BURN),-31.0101,150.7127,Aug,1958,Nov,2015,57.3,0,N,NSW
14203,14203,55138,SOMERTON (KALLAROO),-31.0123,150.643,Jan,1959,Sep,2013,48.7,89,N,NSW
14204,14204,55119,SOMERTON (LONOU),-30.8867,150.6717,Aug,1958,Oct,2012,49.4,91,N,NSW
14205,14205,55116,SOMERTON (TRELAWNEY),-30.9,150.6,Aug,1958,Mar,1982,22.0,93,N,NSW
14206,14206,55050,SOMERTON POST OFFICE,-30.9389,150.6389,May,1903,Jan,1996,87.7,94,N,NSW
14207,14207,86113,SOMERVILLE,-38.2333,145.1833,Oct,1900,Feb,1951,50.4,0,N,VIC
14208,14208,109517,SOMME CREEK,-33.9569,116.1433,Oct,2013,Jun,2024,10.8,0,N,WA
14209,14209,2049,SOPHIE DOWNS,-18.1947,127.8147,Oct,1980,May,2024,42.8,98,N,WA
14210,14210,94248,SORELL (ABBATOIRS),-42.7975,147.5594,Mar,2011,Jun,2024,13.3,99,N,TAS
14211,14211,94063,SORELL (WHITLEA),-42.7864,147.5636,Jan,1887,Jun,2011,123.3,99,N,TAS
14212,14212,35128,SORREL HILLS,-23.55,149.6667,Jan,1968,Jun,1973,5.1,92,N,QLD
14213,14213,9223,SORRENTO,-31.8367,115.7692,May,1993,Apr,2011,13.3,74,N,WA
14214,14214,41209,SORRENTO,-28.4807,151.8857,Jan,1959,Feb,2022,60.9,96,N,QLD
14215,14215,10775,SORRENTO,-33.9833,117.4,Jun,1912,Jan,1938,25.7,0,N,WA
14216,14216,86109,SORRENTO STATE SCHOOL,-38.3,144.7,Mar,1908,Jun,1947,22.9,58,N,VIC
14217,14217,15040,SOUDAN,-20.0519,137.0188,Oct,1950,Dec,2020,52.5,75,N,NT
14218,14218,14284,SOUTH ALLIGATOR RANGERS,-12.6817,132.4736,Jan,1989,Oct,2017,24.2,84,N,NT
14219,14219,94074,SOUTH ARM,-43.0167,147.4167,Mar,1954,Dec,1956,2.8,0,N,TAS
14220,14220,94187,SOUTH ARM (HALF MOON BAY),-43.0225,147.4167,Feb,1993,Jul,2004,11.5,0,N,TAS
14221,14221,63144,SOUTH BOWENFELS,-33.5167,150.1333,Sep,1959,May,1980,20.6,99,N,NSW
14222,14222,10776,SOUTH CAROLING,-32.2072,117.4042,Jan,1910,Nov,2014,46.4,44,N,WA
14223,14223,86344,SOUTH CHANNEL ISLAND,-38.3065,144.8016,May,1976,Jul,2002,19.7,75,Y,VIC
14224,14224,45003,SOUTH COMONGIN,-26.9011,144.3386,Jan,1884,Jun,2024,135.5,96,N,QLD
14225,14225,43082,SOUTH COOGOON,-27.1703,148.5794,Jan,1974,Dec,2001,27.8,99,N,QLD
14226,14226,9873,SOUTH DANDALUP DAM,-32.6492,116.0383,Jan,1974,Nov,2009,35.8,99,N,WA
14227,14227,3092,SOUTH EAST WATERBANK,-17.8578,122.2725,Sep,1996,Aug,1999,3.0,0,Y,WA
14228,14228,91034,SOUTH FOREST (PLUMMERS ROAD),-40.8842,145.2161,Jan,1931,Mar,2024,93.3,0,N,TAS
14229,14229,38056,SOUTH GALWAY,-25.6653,142.1086,Jan,1973,Dec,2023,47.8,94,N,QLD
14230,14230,58189,SOUTH GRAFTON (DIVINES STATE F,-29.7833,152.9467,Dec,2000,Jun,2007,6.3,95,N,NSW
14231,14231,58025,SOUTH GRAFTON POST OFFICE,-29.7067,152.94,Dec,1902,Oct,2003,100.0,99,N,NSW
14232,14232,94252,SOUTH HOBART (HILLBOROUGH ROAD,-42.8994,147.2953,Nov,2008,Jun,2024,14.3,91,N,TAS
14233,14233,8060,SOUTH HOLMWOOD,-29.0364,115.5536,Jan,1921,Jun,2024,103.0,99,N,WA
14234,14234,8310,SOUTH HOLMWOOD ALERT,-29.0291,115.5548,Nov,2001,Jun,2024,22.6,0,N,WA
14235,14235,21117,SOUTH HUMMOCKS (BONVIEW),-34.0212,138.1272,Mar,1969,Jan,2007,32.5,86,N,SA
14236,14236,32037,SOUTH JOHNSTONE EXP STN,-17.6053,145.9972,Jan,1920,Jun,2024,96.7,92,Y,QLD
14237,14237,32151,SOUTH JOHNSTONE HYNE ST,-17.5981,145.9958,Jan,1986,Feb,1994,8.2,0,N,QLD
14238,14238,32038,SOUTH JOHNSTONE POST OFFICE,-17.6,146.0,Apr,1934,Nov,1985,51.7,0,N,QLD
14239,14239,32072,SOUTH JOHNSTONE SUGAR MILL,-17.6,146.0,May,1916,Dec,1972,50.1,88,N,QLD
14240,14240,40994,SOUTH MACLEAN WTP,-27.8053,153.0269,Jan,2009,Nov,2012,3.9,0,N,QLD
14241,14241,8291,SOUTH MERIDALE,-30.5475,116.3981,Jun,1990,May,1999,7.8,87,N,WA
14242,14242,91371,SOUTH MOLE CREEK,-41.5811,146.3823,Nov,2016,Dec,2019,3.2,0,N,TAS
14243,14243,33088,SOUTH MOLLE ISLAND,-20.2667,148.8333,Jan,1956,Mar,1974,5.5,30,N,QLD
14244,14244,92048,SOUTH MOUNT CAMERON (GLADSTONE,-41.0228,147.9583,Nov,1953,Jan,2023,64.8,93,N,TAS
14245,14245,91073,SOUTH NIETTA,-41.4083,146.0783,Apr,1922,Nov,1993,68.5,96,N,TAS
14246,14246,40353,SOUTH PASSAGE,-27.3667,153.45,Aug,1899,May,1922,21.6,94,N,QLD
14247,14247,44123,SOUTH PLAINS,-28.3844,146.7483,Nov,1998,Sep,2016,17.8,99,N,QLD
14248,14248,91129,SOUTH RIANA,-41.25,145.9639,Jan,1963,Aug,2006,40.1,92,N,TAS
14249,14249,91350,SOUTH RIANA (JANSENS ROAD),-41.2425,145.9883,Sep,2006,Apr,2024,17.7,0,N,TAS
14250,14250,59074,SOUTH SOLITARY ISLAND,-30.2,153.2667,Aug,1897,Nov,1975,37.2,47,N,NSW
14251,14251,91328,SOUTH SPRINGFIELD,-41.2453,147.5008,Jul,2002,May,2003,0.9,0,N,TAS
14252,14252,91093,SOUTH SPRINGFIELD (SOUTH SPRIN,-41.2667,147.5,Sep,1908,Jan,1982,49.4,67,N,TAS
14253,14253,140005,SOUTH STRADBROKE ISLAND,-27.81,153.4268,May,2013,Sep,2014,1.3,94,N,QLD
14254,14254,95056,SOUTH STYX,-42.8417,146.6217,Aug,1957,Apr,1990,28.6,87,N,TAS
14255,14255,22821,SOUTH WEST RIVER STATION,-35.9833,136.8667,Jan,1937,May,1972,34.8,98,N,SA
14256,14256,59030,SOUTH WEST ROCKS (SMOKY CAPE L,-30.9225,153.0871,Jan,1939,Jan,2024,84.8,0,N,NSW
14257,14257,33310,SOUTH YAAMBA TM,-23.2,150.3978,Nov,2000,Jun,2024,22.9,97,N,QLD
14258,14258,9684,SOUTHAMPTON,-33.8833,115.9833,May,1911,Aug,1920,8.8,95,N,WA
14259,14259,10166,SOUTHBOURNE,-31.7381,116.4928,Jan,1907,Aug,2013,91.3,85,N,WA
14260,14260,39241,SOUTHEND CURTIS ISLAND,-23.7583,151.3097,Jan,1973,Apr,2024,50.4,98,N,QLD
14261,14261,10224,SOUTHERN BROOK,-31.6,116.8,Sep,1921,Mar,1934,12.4,99,N,WA
14262,14262,12074,SOUTHERN CROSS,-31.2319,119.3281,Jan,1889,Nov,2007,118.6,0,N,WA
14263,14263,12320,SOUTHERN CROSS AIRFIELD,-31.2353,119.3564,Oct,1996,Jun,2024,27.8,0,Y,WA
14264,14264,12175,SOUTHERN HILLS,-32.1961,122.8297,Oct,1901,Nov,2013,44.7,40,N,WA
14265,14265,58051,SOUTHGATE,-29.5667,153.0667,Jan,1941,Nov,1953,12.9,0,N,NSW
14266,14266,14206,SOUTHPORT,-12.727,130.9475,Oct,2006,May,2022,14.6,93,N,NT
14267,14267,94032,SOUTHPORT,-43.4225,146.9725,Apr,1882,Sep,1994,110.7,98,N,TAS
14268,14268,94192,SOUTHPORT (HUON HIGHWAY),-43.4072,146.9583,Oct,1994,Jun,2024,29.7,0,N,TAS
14269,14269,40190,SOUTHPORT RIDGEWAY AVE,-27.9829,153.4056,Jan,1881,Oct,2017,133.7,98,N,QLD
14270,14270,27061,SOUTHWELL STATION,-14.5181,142.0389,May,1996,Apr,2024,27.5,98,N,QLD
14271,14271,33116,SOUTHWICK,-19.9167,145.6333,Jan,1890,Dec,1905,14.6,91,N,QLD
14272,14272,30130,SOUTHWICK WEST STATION,-19.89,145.6125,May,1969,Jun,2024,29.2,53,N,QLD
14273,14273,42100,SOUTHWOOD,-27.7657,150.0684,Jul,1994,May,2024,29.9,0,N,QLD
14274,14274,21047,SPALDING,-33.5001,138.6093,Nov,1902,Jun,2021,118.7,0,N,SA
14275,14275,21009,SPALDING (BUNDALEER RESERVOIR),-33.466,138.5412,Apr,1899,May,2019,120.2,0,N,SA
14276,14276,21111,SPALDING (MORTONGA),-33.5425,138.5736,Mar,1969,Dec,2000,30.9,97,N,SA
14277,14277,21105,SPALDING (TATARA),-33.4211,138.6364,Mar,1969,Mar,1992,23.1,0,N,SA
14278,14278,21074,SPALDING (WASHPOOL),-33.3825,138.585,Apr,1957,Oct,1994,5.8,16,N,SA
14279,14279,21058,SPALDING (YAKILO),-33.5375,138.6736,Apr,1887,Dec,1946,59.3,99,N,SA
14280,14280,87060,SPARGO CREEK,-37.4833,144.15,Mar,1910,Oct,1948,18.9,49,N,VIC
14281,14281,12306,SPARKLE HILL,-33.5239,122.9469,Feb,1992,May,2024,32.3,0,N,WA
14282,14282,9070,SPEARWOOD,-32.1517,115.8008,Feb,1958,Feb,1990,32.1,0,N,WA
14283,14283,36053,SPECULATION STATION,-23.0167,146.2,Jan,1953,Jan,1963,10.1,0,N,QLD
14284,14284,42032,SPECULATION STATION,-26.5,150.2,Mar,1918,Sep,1952,34.6,0,N,QLD
14285,14285,12075,SPEDDINGUP,-33.5172,121.75,Jan,1931,Dec,2021,80.7,89,N,WA
14286,14286,77041,SPEED (POST OFFICE),-35.4004,142.438,Feb,1918,Feb,2021,85.6,83,N,VIC
14287,14287,40191,SPEEDWELL,-26.1,151.5,Jan,1912,Apr,1952,40.3,0,N,QLD
14288,14288,2027,SPEEWA STATION,-16.35,128.0333,Oct,1908,Dec,1944,34.9,96,N,WA
14289,14289,71029,SPENCERS CREEK,-36.4333,148.35,Nov,1956,Mar,1967,10.4,0,N,NSW
14290,14290,22052,SPICER FLAT,-34.696,137.5745,Dec,1997,Jan,2016,18.0,99,N,SA
14291,14291,39116,SPILL CREEK STN,-23.6,150.3,Jan,1910,Dec,1921,11.4,95,N,QLD
14292,14292,14861,SPIRIT HILLS,-15.4422,129.0197,Jan,1977,Jun,1995,18.5,0,N,NT
14293,14293,4049,SPLIT ROCK,-21.6,119.6,Nov,1927,Sep,1949,21.9,0,N,WA
14294,14294,91365,SPRENT,-41.2594,146.1594,Sep,2012,Jun,2024,11.8,0,N,TAS
14295,14295,75123,SPRING BANK,-34.55,143.75,Jan,1895,Dec,1921,27.0,0,N,NSW
14296,14296,40421,SPRING BLUFF RAILWAY STN,-27.4636,151.99,Apr,1895,Feb,2018,104.6,85,N,QLD
14297,14297,41208,SPRING CREEK,-28.3542,152.3392,Feb,1959,May,2024,65.3,0,N,QLD
14298,14298,31097,SPRING CREEK,-17.2,145.5,Jun,1928,Jun,1941,13.1,0,N,QLD
14299,14299,2028,SPRING CREEK,-16.818,128.8656,Apr,1927,Jan,2022,82.1,86,N,WA
14300,14300,44064,SPRING CREEK,-27.2694,145.3803,Jan,1927,Mar,2014,76.8,88,N,QLD
14301,14301,88150,SPRING CREEK BASIN FOUR,-37.1333,145.6833,Jan,1974,Jul,1978,4.6,0,N,VIC
14302,14302,88148,SPRING CREEK BASIN ONE,-37.0667,145.75,Nov,1973,Apr,1975,1.4,95,N,VIC
14303,14303,88149,SPRING CREEK BASIN THREE,-37.1183,145.6967,Dec,1973,Oct,1998,24.9,0,N,VIC
14304,14304,88153,SPRING CREEK BASIN TWO,-37.0748,145.722,Dec,1973,Apr,2009,34.8,98,N,VIC
14305,14305,30048,SPRING CREEK STATION,-18.6242,144.5739,Jan,1909,Mar,2024,115.0,0,N,QLD
14306,14306,35064,SPRING CREEK STATION,-24.4481,147.8986,May,1950,Jun,2024,73.8,99,N,QLD
14307,14307,98020,SPRING GULLY,-39.95,143.9667,May,1933,Dec,1952,19.7,0,N,TAS
14308,14308,58091,SPRING HILL,-28.8,153.5,Sep,1890,Oct,1933,43.2,0,N,NSW
14309,14309,68087,SPRING HILL (WARANA),-34.4333,150.5,Aug,1959,Dec,1968,7.9,84,N,NSW
14310,14310,41094,SPRING PLAINS,-28.6833,151.85,May,1950,Jun,1957,7.2,0,N,QLD
14311,14311,70078,SPRING PONDS,-34.85,150.0,Jan,1935,Dec,1956,22.0,0,N,NSW
14312,14312,55039,SPRING RIDGE,-31.3946,150.2488,Jan,1922,Jul,2014,92.6,0,N,NSW
14313,14313,55072,SPRING RIDGE,-31.4,150.2,Mar,1898,Jun,1938,40.3,0,N,NSW
14314,14314,72068,SPRING VALLEY,-35.7,147.3,Jan,1909,Dec,1928,20.0,0,N,NSW
14315,14315,10257,SPRING VALLEY,-31.5094,117.7681,Jan,1959,Jun,2019,59.5,98,N,WA
14316,14316,68097,SPRING VALLEY (WINGELLO),-34.65,150.1333,Aug,1959,Dec,1963,4.4,0,N,NSW
14317,14317,30071,SPRING VALLEY STATION,-20.5856,143.9747,Mar,1968,Dec,1992,24.1,97,N,QLD
14318,14318,40194,SPRINGBROOK 2,-28.2,153.3,Oct,1945,Oct,1951,3.2,52,N,QLD
14319,14319,40192,SPRINGBROOK FORESTRY,-28.2264,153.2786,Aug,1914,Nov,2003,89.0,0,N,QLD
14320,14320,40700,SPRINGBROOK QUOLL HOUSE,-28.23,153.265,Jan,1982,Dec,1990,9.0,0,N,QLD
14321,14321,40607,SPRINGBROOK ROAD,-28.2033,153.2721,Jan,1981,Jun,2024,43.5,0,N,QLD
14322,14322,40750,SPRINGBROOK TM,-28.2322,153.2825,Nov,2000,Mar,2006,4.6,85,N,QLD
14323,14323,9209,SPRINGDALE,-32.4331,116.0289,Dec,1970,May,2013,39.6,93,N,WA
14324,14324,41207,SPRINGDALE,-28.2333,152.2833,Feb,1959,Feb,1973,13.2,93,N,QLD
14325,14325,10203,SPRINGDALE,-31.3,117.8,May,1911,Jan,1925,10.8,79,N,WA
14326,14326,43008,SPRINGDALE TM,-26.1683,148.6644,Nov,2000,Jun,2024,22.8,96,N,QLD
14327,14327,43099,SPRINGFIELD,-26.8227,148.0216,Sep,1993,Jun,2024,30.8,0,N,QLD
14328,14328,91342,SPRINGFIELD,-41.2142,147.49,May,2003,Dec,2007,3.9,84,N,TAS
14329,14329,38021,SPRINGFIELD,-25.8,143.0167,May,1914,Aug,1961,44.7,94,N,QLD
14330,14330,39244,SPRINGFIELD,-25.2792,150.8356,Jan,1942,Oct,2006,60.6,93,N,QLD
14331,14331,91354,SPRINGFIELD (TEN MILE TRACK),-41.2356,147.4711,Nov,2008,May,2024,15.6,0,N,TAS
14332,14332,74176,SPRINGFIELD 3,-35.5,145.6,Jan,1887,May,1933,44.3,95,N,NSW
14333,14333,48070,SPRINGFIELD GOVERNMENT TANK,-31.5333,145.4333,Jan,1892,Dec,1966,72.0,96,N,NSW
14334,14334,9512,SPRINGFIELDS,-34.4011,115.9353,Jan,1912,Jun,2006,93.8,99,N,WA
14335,14335,82041,SPRINGHURST,-36.1859,146.4694,Jun,1900,Jun,2024,117.3,94,N,VIC
14336,14336,40130,SPRINGLEA,-26.1692,151.8928,Jan,1938,Dec,2000,51.8,82,N,QLD
14337,14337,36040,SPRINGLEIGH,-24.5617,144.7183,Jan,1933,Apr,2024,91.3,0,N,QLD
14338,14338,88116,SPRINGMOUNT (BRAESIDE),-37.4167,143.9667,Jan,1969,Jan,1971,2.1,0,N,VIC
14339,14339,39255,SPRINGS,-24.1665,151.5129,Jan,1961,Jun,2024,63.5,0,N,QLD
14340,14340,41166,SPRINGSIDE,-27.6764,151.6022,Feb,1959,May,2024,64.8,99,N,QLD
14341,14341,35065,SPRINGSURE COMET ST,-24.123,148.0856,Jan,1865,Jun,2024,157.3,99,N,QLD
14342,14342,35276,SPRINGSURE CREEK JUNCTION AL,-23.8564,148.5036,Feb,1987,Jun,2024,13.9,37,N,QLD
14343,14343,65049,SPRINGTHORPE,-33.5,148.3,May,1897,Sep,1928,31.3,0,N,NSW
14344,14344,23329,SPRINGTON (HERBIGS),-34.7,139.0667,Jul,1958,Jun,1964,6.0,0,N,SA
14345,14345,23330,SPRINGTON (ROESLERS),-34.7,139.05,Jul,1958,Aug,1964,6.2,0,N,SA
14346,14346,40955,SPRINGVALE,-25.8197,152.1917,Jan,2002,Nov,2017,14.6,92,N,QLD
14347,14347,72048,SPRINGVALE,-35.5,148.1667,Jul,1890,Oct,1963,73.3,0,N,NSW
14348,14348,2050,SPRINGVALE,-17.7842,127.6853,Jul,1918,Jun,2024,48.0,45,N,WA
14349,14349,38022,SPRINGVALE,-23.5564,140.6978,Mar,1890,Jul,2007,114.0,97,N,QLD
14350,14350,86369,SPRINGVALE (SANDOWN),-37.9535,145.1655,Jun,1988,Mar,2023,34.8,0,N,VIC
14351,14351,86111,SPRINGVALE NECROPOLIS,-37.9445,145.1764,Feb,1948,Jun,2024,76.3,0,N,VIC
14352,14352,33159,SPRINGVALE STATION,-19.6833,146.85,Feb,1972,Aug,1975,3.6,0,N,QLD
14353,14353,2054,SPRINGVALE WEST,-17.8333,127.2333,Mar,1971,Apr,1972,0.6,50,N,WA
14354,14354,63272,SPRINGWOOD (EUCHORA),-33.7167,150.5667,Jan,1885,Dec,1905,21.0,0,N,NSW
14355,14355,63078,SPRINGWOOD (JOURNEYS END),-33.7,150.6,Jan,1946,Jun,1956,10.4,99,N,NSW
14356,14356,63077,SPRINGWOOD (VALLEY HEIGHTS),-33.7065,150.5848,Jan,1883,Jun,2021,135.1,97,N,NSW
14357,14357,40775,SPRINGWOOD DORSET DR,-27.6128,153.1264,Apr,1989,Jan,1993,3.8,0,N,QLD
14358,14358,35066,SPRINGWOOD STATION,-24.5325,148.3508,Apr,1950,Jan,2024,71.7,97,N,QLD
14359,14359,61231,ST ALBANS,-33.3333,150.95,Sep,1898,Dec,1924,25.2,96,N,NSW
14360,14360,10638,ST ALBANS,-32.5228,118.3047,Jan,1912,Jun,2023,110.8,99,N,WA
14361,14361,87058,ST ALBANS,-37.75,144.8,Mar,1906,Oct,1950,41.9,94,N,VIC
14362,14362,61217,ST ALBANS (ESPIE ST),-33.2904,150.9708,Jan,1963,Apr,2024,56.2,92,N,NSW
14363,14363,61222,ST ALBANS (MOGO CREEK),-33.1672,151.0639,Jan,1963,Apr,1998,34.8,99,N,NSW
14364,14364,75155,ST ALBANS 2,-33.4,146.4,Jan,1919,Feb,1926,7.2,0,N,NSW
14365,14365,49042,ST ANDREWS,-33.6,144.5,Sep,1889,Jul,1945,54.2,97,N,NSW
14366,14366,86288,ST ANDREWS,-37.5833,145.3,Jan,1971,May,1973,2.3,93,N,VIC
14367,14367,34063,ST ANNES STATION,-21.2333,146.9,Jan,1890,Feb,1979,15.6,17,N,QLD
14368,14368,79040,ST ARNAUD,-36.6175,143.2644,Jun,1880,Jun,2024,144.1,0,N,VIC
14369,14369,80131,ST ARNAUD (COONOOER BRIDGE (YA,-36.4442,143.3061,Aug,2020,Jun,2024,3.9,0,N,VIC
14370,14370,80009,ST ARNAUD (COONOOER BRIDGE),-36.4774,143.3525,Jun,1887,May,2020,132.7,0,N,VIC
14371,14371,79087,ST ARNAUD (ROSTRON (AVON NO 4),-36.7831,143.1812,Jan,1973,May,2022,48.0,97,N,VIC
